,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
24230,28, Private,77760, HS-grad,9.0, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States,<50k
24231,25, Private,231638, Some-college,10.0, Never-married, Tech-support, Unmarried, White, Female,0,0,24, United-States,<50k
24232,30, Private,263150, HS-grad,9.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,20, United-States,<50k
24233,39, Federal-gov,206190, HS-grad,9.0, Never-married, Exec-managerial, Unmarried, White, Female,0,0,45, United-States,<50k
24234,47, Private,105273, Bachelors,13.0, Widowed, Craft-repair, Unmarried, Black, Female,6497,0,40, United-States,<50k
24235,50, Local-gov,120190, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,<50k
24236,48, Self-emp-inc,148995, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States,>=50k
24237,34, Self-emp-not-inc,33442, Assoc-voc,11.0, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States,<50k
24238,36, Private,83471, HS-grad,9.0, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,20, United-States,<50k
24239,39, Private,139012, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,>=50k
24240,35, Federal-gov,205584, 5th-6th,3.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico,<50k
24241,56, Private,201344, Some-college,10.0, Widowed, Craft-repair, Unmarried, White, Female,0,0,38, United-States,<50k
24242,19, Private,196857, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,<50k
24243,55, Private,125000, Masters,14.0, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States,>=50k
24244,38, Private,48093, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,<50k
24245,36, Private,237943, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States,>=50k
24246,18, Private,318082, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0,0,35, United-States,<50k
24247,24, State-gov,38151, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0,0,12, United-States,<50k
24248,19, Self-emp-not-inc,47176, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Female,0,0,15, United-States,<50k
24249,42, Private,127314, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States,>=50k
24250,52, Private,208302, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States,<50k
24251,23, Federal-gov,320294, HS-grad,9.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,<50k
24252,48, ?,193047, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,>=50k
24253,52, State-gov,125796, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,1848,40, United-States,>=50k
24254,63, Local-gov,379940, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>=50k
24255,22, Private,180052, Some-college,10.0, Never-married, Farming-fishing, Own-child, White, Male,0,0,10, United-States,<50k
24256,35, Self-emp-not-inc,98360, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,<50k
24257,33, Local-gov,162623, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,<50k
24258,51, Private,334679, Assoc-voc,11.0, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States,<50k
24259,33, Private,164190, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,>=50k
24260,50, Self-emp-inc,240374, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,>=50k
24261,45, Private,164210, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,<50k
24262,45, State-gov,36032, HS-grad,9.0, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States,<50k
24263,61, Self-emp-not-inc,117387, 11th,7.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States,<50k
24264,40, Private,26892, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,>=50k
24265,58, Private,114495, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<50k
24266,37, Private,147258, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,<50k
24267,23, Private,198992, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,<50k
24268,23, Private,225724, Some-college,10.0, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States,<50k
24269,29, Private,202878, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,<50k
24270,47, Private,121124, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States,>=50k
24271,78, Private,135566, HS-grad,9.0, Widowed, Sales, Unmarried, White, Female,2329,0,12, United-States,<50k
24272,37, Private,415500, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,>=50k
24273,31, Private,227146, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,>=50k
24274,19, Private,159796, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States,<50k
24275,56, Local-gov,160829, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,46, United-States,<50k
24276,30, Private,180656, Some-college,10.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, ?,<50k
24277,39, Private,238415, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>=50k
24278,46, Private,358533, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States,>=50k
24279,50, Private,240612, HS-grad,9.0, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,0,0,10, United-States,<50k
24280,44, Private,100584, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,<50k
24281,32, Federal-gov,148138, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,2002,40, Iran,<50k
24282,46, Self-emp-inc,170850, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,>=50k
24283,53, Local-gov,283602, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,40, United-States,>=50k
24284,60, Private,225883, Some-college,10.0, Widowed, Sales, Unmarried, White, Female,0,0,27, United-States,<50k
24285,35, Private,101978, HS-grad,9.0, Separated, Transport-moving, Not-in-family, White, Male,0,0,50, United-States,<50k
24286,33, Private,236396, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States,<50k
24287,31, Private,209276, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States,<50k
24288,43, Private,477983, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,<50k
24289,21, Private,275726, HS-grad,9.0, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States,<50k
24290,53, Private,340723, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,<50k
24291,50, Local-gov,124076, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,>=50k
24292,54, Private,343242, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,>=50k
24293,43, Local-gov,188280, Masters,14.0, Divorced, Prof-specialty, Unmarried, White, Female,914,0,40, United-States,<50k
24294,41, Private,165309, Bachelors,13.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,<50k
24295,18, Private,57957, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0,0,15, United-States,<50k
24296,44, Private,367749, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Mexico,<50k
24297,26, Private,135845, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0,0,37, United-States,<50k
24298,29, Private,237865, Masters,14.0, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States,<50k
24299,50, Private,135643, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Female,0,0,40, China,<50k
24300,45, Private,140644, Doctorate,16.0, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,>=50k
24301,46, Private,110151, Assoc-voc,11.0, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States,<50k
24302,25, Private,180212, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,<50k
24303,75, Private,188612, HS-grad,9.0, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<50k
24304,47, Self-emp-not-inc,134671, HS-grad,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<50k
24305,42, Private,259643, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Male,4650,0,40, United-States,<50k
24306,55, Private,80445, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<50k
24307,43, Federal-gov,325706, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, India,>=50k
24308,60, Federal-gov,63526, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,>=50k
24309,40, Private,266084, Some-college,10.0, Divorced, Craft-repair, Other-relative, White, Male,0,0,50, United-States,<50k
24310,71, ?,45801, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0,0,70, United-States,<50k
24311,33, Self-emp-not-inc,80933, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,<50k
24312,31, Private,145139, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,>=50k
24313,43, Private,242488, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,5013,0,40, United-States,<50k
24314,52, Local-gov,175339, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,>=50k
24315,46, Self-emp-not-inc,140121, HS-grad,9.0, Divorced, Craft-repair, Own-child, White, Male,0,0,50, United-States,<50k
24316,31, Private,169104, Bachelors,13.0, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, ?,<50k
24317,40, Private,309311, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,<50k
24318,40, State-gov,377018, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,>=50k
24319,36, Private,35945, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>=50k
24320,39, Private,179824, HS-grad,9.0, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,36, United-States,<50k
24321,20, ?,189203, Assoc-acdm,12.0, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States,<50k
24322,46, Private,138370, 7th-8th,4.0, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,1651,40, China,<50k
24323,17, Private,225507, 11th,7.0, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,15, United-States,<50k
24324,42, Private,195508, 11th,7.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,<50k
24325,20, Private,47678, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,<50k
24326,32, Private,309513, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<50k
24327,60, ?,131852, 5th-6th,3.0, Married-civ-spouse, ?, Husband, White, Male,0,0,30, United-States,>=50k
24328,53, Private,89587, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,45, United-States,>=50k
24329,57, Self-emp-not-inc,34297, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,>=50k
24330,42, Private,297335, Assoc-acdm,12.0, Married-spouse-absent, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,31, Laos,<50k
24331,24, Private,117583, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White, Male,0,0,48, United-States,<50k
24332,43, Private,320277, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<50k
24333,24, Private,95552, HS-grad,9.0, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States,<50k
24334,25, Private,326370, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, ?,<50k
24335,58, Self-emp-not-inc,450544, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>=50k
24336,22, Private,216134, Some-college,10.0, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States,<50k
24337,27, Private,94064, Assoc-voc,11.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,<50k
24338,37, Private,190105, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,55, United-States,<50k
24339,43, Private,184321, 10th,6.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1887,40, United-States,>=50k
24340,19, Private,91928, Some-college,10.0, Never-married, Other-service, Other-relative, White, Female,0,0,35, United-States,<50k
24341,33, Private,127215, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,>=50k
24342,25, Private,29599, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States,<50k
24343,28, Private,263128, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States,<50k
24344,17, Private,130795, 10th,6.0, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,<50k
24345,54, Self-emp-not-inc,212165, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,<50k
24346,56, Self-emp-not-inc,48102, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1977,50, United-States,>=50k
24347,20, Self-emp-not-inc,211466, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,0,0,80, United-States,<50k
24348,49, State-gov,118567, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,<50k
24349,27, Local-gov,138917, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States,<50k
24350,28, Self-emp-not-inc,192838, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,<50k
24351,38, Private,31053, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,<50k
24352,31, Self-emp-not-inc,80145, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<50k
24353,29, Private,185647, Some-college,10.0, Never-married, Tech-support, Own-child, White, Male,0,0,60, United-States,<50k
24354,44, Private,29762, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0,0,68, United-States,<50k
24355,37, Private,256636, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,<50k
24356,24, Self-emp-inc,60668, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,<50k
24357,21, ?,163665, Some-college,10.0, Never-married, ?, Own-child, White, Female,0,0,40, United-States,<50k
24358,22, Private,71469, Assoc-acdm,12.0, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,<50k
24359,45, Private,82797, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,>=50k
24360,34, Private,227689, Assoc-voc,11.0, Divorced, Tech-support, Not-in-family, White, Female,0,0,64, United-States,<50k
24361,36, Private,31438, HS-grad,9.0, Divorced, Transport-moving, Unmarried, White, Male,0,0,43, ?,<50k
24362,21, ?,102323, Some-college,10.0, Never-married, ?, Own-child, White, Male,0,0,30, United-States,<50k
24363,44, Private,172475, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Vietnam,<50k
24364,23, Private,35633, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,<50k
24365,26, Private,196805, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,65, United-States,<50k
24366,32, Private,205152, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,40, United-States,>=50k
24367,38, Private,266325, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,32, United-States,>=50k
24368,42, ?,234277, HS-grad,9.0, Married-spouse-absent, ?, Not-in-family, White, Male,0,0,35, United-States,<50k
24369,23, State-gov,101094, Some-college,10.0, Never-married, Protective-serv, Own-child, White, Male,0,0,60, United-States,<50k
24370,61, Self-emp-not-inc,201273, Some-college,10.0, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,<50k
24371,50, Private,215990, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,>=50k
24372,55, Private,120970, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,>=50k
24373,45, Local-gov,170099, Assoc-acdm,12.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,<50k
24374,38, ?,338212, Some-college,10.0, Married-civ-spouse, ?, Wife, White, Female,0,0,20, United-States,<50k
24375,33, State-gov,313729, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,<50k
24376,48, Local-gov,219962, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<50k
24377,33, Private,176992, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>=50k
24378,39, Private,193689, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<50k
24379,77, Private,142646, 7th-8th,4.0, Widowed, Priv-house-serv, Unmarried, White, Female,0,0,23, United-States,<50k
24380,37, Self-emp-inc,57424, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States,<50k
24381,35, Self-emp-not-inc,179171, HS-grad,9.0, Never-married, Sales, Unmarried, Black, Female,0,0,38, Germany,<50k
24382,28, ?,389857, HS-grad,9.0, Married-civ-spouse, ?, Other-relative, White, Male,0,0,16, United-States,<50k
24383,61, Self-emp-not-inc,392694, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,>=50k
24384,65, ?,198019, HS-grad,9.0, Widowed, ?, Not-in-family, White, Female,0,0,35, United-States,<50k
24385,55, Local-gov,88856, 7th-8th,4.0, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,<50k
24386,29, Private,357781, 7th-8th,4.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,<50k
24387,37, Private,161141, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,<50k
24388,35, Private,187119, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Female,0,1980,65, United-States,<50k
24389,26, Private,290213, Some-college,10.0, Separated, Farming-fishing, Own-child, White, Male,0,0,40, United-States,<50k
24390,63, Federal-gov,217994, Some-college,10.0, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,<50k
24391,29, Private,255817, 5th-6th,3.0, Never-married, Other-service, Other-relative, White, Female,0,0,40, El-Salvador,<50k
24392,38, Private,184655, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,48, United-States,<50k
24393,36, Private,184655, 10th,6.0, Divorced, Transport-moving, Unmarried, White, Male,0,0,48, United-States,<50k
24394,34, Private,157747, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States,>=50k
24395,34, Private,84154, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,<50k
24396,65, Self-emp-inc,157403, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,<50k
24397,48, Self-emp-inc,103713, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,>=50k
24398,44, Self-emp-not-inc,26669, Assoc-acdm,12.0, Married-civ-spouse, Other-service, Wife, White, Female,0,0,99, United-States,<50k
24399,28, Private,584790, Assoc-voc,11.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,>=50k
24400,19, Private,121788, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States,<50k
24401,59, State-gov,139616, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>=50k
24402,50, Private,128143, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,50, United-States,>=50k
24403,29, Private,229729, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,<50k
24404,27, Private,279580, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,10520,0,45, United-States,>=50k
24405,31, Private,114937, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,>=50k
24406,66, Private,114447, Assoc-voc,11.0, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,<50k
24407,59, Private,159937, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,<50k
24408,36, Private,32334, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States,>=50k
24409,42, Private,198316, Assoc-voc,11.0, Divorced, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,<50k
24410,35, Private,187112, Bachelors,13.0, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States,<50k
24411,31, Private,44464, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0,1564,60, United-States,>=50k
24412,28, Federal-gov,183151, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States,<50k
24413,45, Private,25649, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,50, United-States,>=50k
24414,51, Self-emp-not-inc,78631, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States,<50k
24415,20, Self-emp-not-inc,306710, HS-grad,9.0, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,<50k
24416,38, Self-emp-not-inc,184456, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,3464,0,80, Italy,<50k
24417,43, Private,112131, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<50k
24418,31, Self-emp-not-inc,36592, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,91, United-States,<50k
24419,55, Private,101338, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<50k
24420,45, Local-gov,203322, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States,<50k
24421,63, ?,447079, HS-grad,9.0, Never-married, ?, Not-in-family, White, Male,0,0,15, United-States,<50k
24422,32, Private,168138, Assoc-acdm,12.0, Divorced, Sales, Not-in-family, White, Male,2597,0,48, United-States,<50k
24423,22, ?,125905, Some-college,10.0, Never-married, ?, Own-child, White, Male,0,0,40, United-States,<50k
24424,33, Private,154120, HS-grad,9.0, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States,<50k
24425,43, Private,172401, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,>=50k
24426,32, Private,340940, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<50k
24427,27, Private,118230, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,<50k
24428,44, Private,148138, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,40, Japan,>=50k
24429,49, Private,188694, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,>=50k
24430,46, Private,78529, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States,>=50k
24431,44, Private,344920, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,1617,20, United-States,<50k
24432,54, Private,227832, 12th,8.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<50k
24433,40, Self-emp-not-inc,198953, Assoc-acdm,12.0, Never-married, Prof-specialty, Own-child, Black, Female,0,0,2, United-States,<50k
24434,36, Private,63509, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States,>=50k
24435,47, Private,198769, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,>=50k
24436,60, Private,146674, 10th,6.0, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,<50k
24437,41, Self-emp-not-inc,27305, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,7688,0,40, United-States,>=50k
24438,23, ?,232512, HS-grad,9.0, Separated, ?, Own-child, White, Female,0,0,40, United-States,<50k
24439,53, Local-gov,204447, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States,>=50k
24440,32, Private,230420, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States,<50k
24441,25, Private,123095, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0,1590,40, United-States,<50k
24442,37, Private,190964, HS-grad,9.0, Separated, Exec-managerial, Own-child, White, Male,0,0,40, United-States,<50k
24443,31, Local-gov,446358, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Mexico,>=50k
24444,32, Private,202729, HS-grad,9.0, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States,<50k
24445,21, Private,246207, Some-college,10.0, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States,<50k
24446,25, Private,248990, 1st-4th,2.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,24, Mexico,<50k
24447,19, Private,42069, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,2176,0,45, United-States,<50k
24448,55, Private,98361, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,55, United-States,>=50k
24449,27, Self-emp-not-inc,123116, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,<50k
24450,37, Private,208391, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,>=50k
24451,30, Private,66194, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Outlying-US(Guam-USVI-etc),<50k
24452,19, State-gov,261422, Some-college,10.0, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,<50k
24453,34, Private,126838, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,<50k
